comment_id,author,comment_text,label
UgyRQPHI21SIC9ZBUBV4AaABAg,@việttạhDạ,"Baru aja dapet MAXWIN sore ini, makasih𝙋𝙐𝙇𝘼𝙪777.",1
Ugz60Y5Alrd5QlVvDgJ4AaABAg,@DaiTrangxath2t_852,Cuan ngalir deras lagi dari𝓟𝓤𝓛𝓐𝓤777sampe gak sempet narik.,1
UgxkSdaRZvjrODGRUSh4AaABAg,@EternalMist,"Baru tau ada  haliling mandul, pengalaman makan yg besar itu banyak anakannya kek makan pasir 😂 makan kecil itu asli udah dagingnya kecil cape lagi makan nya, giliran makan yg gede kek makan pasir.",0
Ugyq8yNAXJ14dWuasKZ4AaABAg,@denlevirf8655,Video lama ni 😂,0
UgzvrxK6kAaQJFZChC94AaABAg,@deepnaturemusic-h5g,Bkangbinon,0
UgzPoGqXJ9kiauIOKiF4AaABAg,@hoàngLthanh,"Gak sia-sia percaya sama ＰＵＬＡ𝙪777, hasilnya nyata ❤️",1
Ugwz_1YaamB2IFPDkyt4AaABAg,@nurullatifah9680,20:14 hadir,0
Ugy4629YT58f4VxgrBl4AaABAg,@WildanKurnia-o1f,A yusup na kamana A dd?,0
UgziEPQAIFLZ8l92DDF4AaABAg,@jancuktamvan,Ucup mana mang..lebih seru ucup,0
UgyP5yO4lOGrcn3V5lh4AaABAg,@WildanKurnia-o1f,A yusup na kamana A dd?,0
UgxCWTxLX326ySLeCHp4AaABAg,@WildanKurnia-o1f,A yusup na kamana A dd?,0
Ugys4zVEEmK_mAm8j6d4AaABAg,@babashidayat-o7n,Selamat malam kang dede😊,0
UgyeUhLiDrVizUp0eC94AaABAg,@dianromdayani2467,Jadikan asep kameramen lagi dong!!!,0
UgxPKe42HyYWPYK2ry54AaABAg,@uyênlụcngọc1974,"Dari semalam udah JEPE 2x, semua dari𝙋𝙐𝙇𝘼𝙪777.",1
Ugx4VKBzfhgwuZy58FJ4AaABAg,@UyênHồng_1685,"Gila sih, ＰＵＬＡ𝙪777beneran kasih rezeki tanpa batas!",1
UgzdPIR0wU0XVdsnv6Z4AaABAg,@TrâmThị_7350,Baru aja login langsung disambut cuan gede dari PU L AU 7 7 7.,1
UgzhnkjpZrIkDzkU4t14AaABAg,@Denay-ow2oi,Aa dd ucup kmna jawab atuh a,0
UgxYJ8TQ9nKX2FAlet94AaABAg,@ThắngDuy_4142,Sore ini aku masih gak nyangka bisa menang di𝓟𝓤𝓛𝓐𝓤777.,1
UgyMd04OqA_J41TL8-B4AaABAg,@ameliaoktavia8921,kk dede mukbang kodok sawah dong diterus langsung dimasak,0
Ugy36JvpuVOwgjmvAL14AaABAg,@benkbisade2140,Kameramen na kurang ai lain si ucup mah,0
UgxNs3pTBK29lD6ekaJ4AaABAg,@ameliaoktavia8921,kembalikan a cup,0
UgxsKfAeNDp-omOEofV4AaABAg,@hảitrươngmạnh1966,Makasih banyak P͟U͟L͟A͟U͟777atas kemenangan hari ini ❤️,1
Ugyot2vZm_0cfE4XgDN4AaABAg,@Khánh-Hoàng-Hạ,Rezeki ngalir deras banget dari 𝓟𝓤𝓛𝓐𝓤777sampe gak percaya.,1
UgyCmfQEJa8S0BvIfTN4AaABAg,@iduldwisaputra6603,Sruputnyooo,0
UgwVKTkrtTVK9d9n6kh4AaABAg,@Kandang_sempit234,kasih mecin biar apa cuupp biarrr beletttt ha ha ha bisa aja siakang,0
Ugy3W2Tyn6b0s-cXz2F4AaABAg,@ToonPopKids03,Bikin konten di sawah lagi atau di hutan masak di alam lagi,0
UgzqlLDKjEfZUBCwQDF4AaABAg,@AditHimawan-r3z,A dede masak tutut mantap ey 😊,0
Ugx_yZnoHkcHX51PTMl4AaABAg,@EgaPriyansia,AA kirimin saya tutut saya mau di tempat sayamah gak ada,0
UgzHLazsMgBaC123qEB4AaABAg,@piansopian3221,Mantap Asep is back,0
UgwkYPx2wA0cldb54mF4AaABAg,@tsukushiirohasu,Ucup kemana??,0
Ugy8qFFa_2NOuyo1Asp4AaABAg,@cakroji9303,"Lebih tertarik sama pisaunya,..sumpahh..",0
UgywiuHFx57kr_oy_cN4AaABAg,@Kandang_sempit234,mantap dahar jeung dahdir  lehoo ngilerrr gua ingat waktu kecil,0
UgyFX9rMTZ_ozF485LV4AaABAg,@EternalMist,"paling mantep makan sambil nonton konten memeknyeee, makin nikmat makannya walaupun cuma makan
 solaria",0
UgyZ0FYQ3CKelsCHWUV4AaABAg,@TOPEKHidayat-r3p,"Masih kepengen jadi tetangga nya Dede inoen,biar bisa di ajak berpetualang 😂",0
UgwjPyYlyJ5qEELvG6R4AaABAg,@zaexerza5484,Si yusupp nu alus mh kmeramen na,0
UgwDBJRKMWCZ04CotBF4AaABAg,@saadwaqqas3857,🔥,0
Ugyma7S4g2f9wTCYDHJ4AaABAg,@HabibRohaimam.S14,🇦🇺🇦🇺🇦🇺,0
UgyEpXmoMwGBGWb34-J4AaABAg,@NurHasan-pz4iv,Bogor barat hadir a dede,0
UgzydtJdlJH26BizdA14AaABAg,@suhendar5190,Meni riweh nyatu Tutut Oge🤣,0
Ugw4LlZitAb-SwtGa194AaABAg,@Oizys-1y,Bagi a 😂😂😂,0
UgyOyVMbnbYOyoqvOfR4AaABAg,@nyanyuzahara9264,Trik cokokk mantappppnyooooo😂😂,0
UgxWuXnwkhRsdqW0FF14AaABAg,@bigboss-bz1rf,Usup kmn??,0
UgxTIBubbVcN--W0gDd4AaABAg,@ERPANEMPAT20,"Ngaran menu na,TUTUT NGEMPLAD😂😂😂",0
UgzWsPMQafK3I_Yff_94AaABAg,@fadhailghani,encup kmn ya kok balik ke awal lg asep petet kmra men  ny🧐🧐🧐🧐,0
UgwLyJwB339fFeBwiEB4AaABAg,@nisanisa9460,Pertamax😂,0
UgyXvoyAxv-gw4Ottp94AaABAg,@suhendar5190,Asep kembali😂,0
UgwgdQwasoO-j1DI3Cl4AaABAg,@kikirizki6338,Asep petet is back😁,0
UgwD5xQcgeD_FCN8dYh4AaABAg,@kevinharrisal,tutut jumbo nyoooooo,0
UgxKtlcTZgJKC6U6UZx4AaABAg,@hendarprihatin9298,Hadiri bang dede mantappp tiutut lagi,0
UgwXro30cycvq2GFPNF4AaABAg,@EnzangSkybidi,Mantap si moyong na,0
UgzlijJWoWMpCE78BW54AaABAg,@RUSMANASK,Resep ningali enyohna kang Dede teh boga ciri khass😂,0
Ugx4GmleXYI-kUzDxtd4AaABAg,@Bibilung777,cokheoknyooo,0
Ugwb8F1XLQcVkgJeXOp4AaABAg,@yogireceh,Ngilernyoooo😋,0
UgzwONFkRln0zhi9Zb14AaABAg,@dikijuliana6223,Dagingnya cakial banget,0
UgzmFkKJd7zy9CxIafR4AaABAg,@NopriAlexander-k5z,Tutut yooo🎉🎉🎉🎉,0
UgyEtnjdMVb8mlnJMol4AaABAg,@IP_85,Ucup mana ucup de,0
UgymVk8kh3OG91zrAQZ4AaABAg,@Buletinhistory,"Banjaran hadir ,.  Alah koatka pedo kitu a dede😂",0
Ugzt-FuIb05695Qryqh4AaABAg,@tinoapriyanto8591,Konten Lanjutannya Kang Dede Inoen,0
UgwhkZH_ZKpV2TR9IZV4AaABAg,@alexzeink4493,Si encup kamana AA Dede😊🙏🙏,0
Ugyt7HS05YmyO_1pEql4AaABAg,@milova90,manap nyoo mek,0
UgwgquTyVfpg0fxlK-d4AaABAg,@TiênDuy_2673,Suasana hati bisa berubah setelah buka P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,1
Ugy6HZ9NGd5jF0B_VOh4AaABAg,@trâmquáchtrọng1972,Rame-nya beda kalo diP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,1
UgwxI2-BfXot3n7wBGd4AaABAg,@DucHuycr1j4t_834,Hari jelek bisa jadi enak gara-gara ͟PU͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,1
Ugy1xKW653quXisBBj54AaABAg,@HiếuHoàng_4826,eh barusan juga dapet nih dari𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 😁”,1
Ugx97-kH6uxEiRAz-rV4AaABAg,@MuhammadJaza-j7f,kangen dede inon mukbang jeroan ikan mas,0
Ugx95KYSbTlezr1-Wwl4AaABAg,@ArjunRampal-r3h,Hadir a,0
UgzdQGXHxWbGxUmJwiN4AaABAg,@VietHazkgd7n_700,03:47 P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?tempat pelarian yang lumayan waras,1
UgyQ-I7iEZ7Njj1EjJh4AaABAg,@Nadira04,Mantep nyo,0
UgxQJ9icwXdV30Cae3l4AaABAg,@RedDmcpe,kembalikan a ucup,0
Ugy_vGTTB5v8_mADkg54AaABAg,@Sniper.uklik_Bangka,Kameramen nya gk ikut makan ya,0
UgzUVAWhsUnfSrUW7Dp4AaABAg,@UdinGalakGaSih,hoyong d like ku a dede soal na bikin ngiler pisan😋,0
Ugwah6mQmah0xgVDsNZ4AaABAg,@hibbanmaulana7149,next konten buat cireng tahu dong kang,0
UgzAb3vMXN9qeh7NIot4AaABAg,@88lumape80,Mantaaapp sekali kang dede 🙋‍♂️,0
Ugxj5qz7C9G4n1JHzQl4AaABAg,@ASEPSUPRIATNA-k2g,haloo aa dedeee mantap nyoooo,0
Ugyq49DTn1WrE8_CrUp4AaABAg,@Azusa-s3u,Lezat nyo,0
UgyICTEtPwRZ2Mfxoul4AaABAg,@kontolodonn5671,lejatttt nyoooo,0
UgyvwaG1hMUO6mE5KZV4AaABAg,@RaisnitaAlfianti,Hadir bang,0
UgwyMHPAQ8f16UPXCmN4AaABAg,@PapaZola.m3o,"Ditempat saya sekarang cari tutut udah susah ,karna kebanyakan rata rata semua orang pada suka🤤",0
Ugw8wqOrw1nP1-nBo4N4AaABAg,@Ripkikuy11Ikuy,Ciamis deui lord 🙏🙏,0
UgzvW3ZaSlpa8LFp2ht4AaABAg,@Rayleigh30,Ke 60 nun dapet apa,0
UgwQewmYjtlEJSqTQE54AaABAg,@dinoadzan1526,pengen banget nyobain masakan aa dede inoen❤,0
UgxMIABTGRmAnEyQ07Z4AaABAg,@TONKS80,sebelum ribuan,0
UgyzY6d2TTy2ojy1LLl4AaABAg,@arifzulian1009,Nomer 19 komen,0
Ugy5Tzwnr_FPO0gNbwt4AaABAg,@giethar5809,Kreco,0
UgxgsahpaxRhz7QhoxR4AaABAg,@muhamadalfatih1303,tes,0
UgxoXt_YnXYQfyZ0qt54AaABAg,@PappiRazz,Sedap nyoo,0
UgxixuZQj93xbmM8JVR4AaABAg,@diongantengbanget-m9d,Pertama nih bang 😂,0
Ugwo1V_OnRnUM49Z2eV4AaABAg,@MuhammadJaelani-n5c,mas dede,0
UgwhnCLD5BasNmTxOOt4AaABAg,@yansurbakti5580,Pertama,0
UgxxWWUTbSQ8P9z_ioJ4AaABAg,@RimaFitriana-s4s,Enak yohhh,0
UgzcviZbxPJvfHGWGy14AaABAg,@channelAI-m4u,Belum ditonton,0
UgzlcaIcz1XAHrvK8LF4AaABAg,@dikanurhadi2238,mantap,0
UgwMcN_eYMWs4PII8dR4AaABAg,@Rrrakaa-s3c,1,0
UgyYmL15Fr4gxxSujlh4AaABAg,@OktavianusArdi-k3u,Partama kang,0
UgxleglLkFxq4f9sjSd4AaABAg,@DediSuardi-mc4tq,Mantaf,0
UgxsZxyNVou_Xj9aef94AaABAg,@ariflistiono446,Pertama dapet apa bang😅😅😅😅,0
UgwpD_OxEEDDeaEyIkJ4AaABAg,@viull55,Pertama,0
Ugzvh9E1ZDuQcl6xC5p4AaABAg,@SiswantoMaulana-k7m,tasik hadir☝,0
UgyfQauNIVpaLXu2d654AaABAg,@wahyudarmuji2382,Pertamax,0
UgwDQYkvkv62VP6i3I14AaABAg,@rajarbsn,Mantap bang 👍,0
UgxbllkMu2zUzoRigjx4AaABAg,@alal_87,pertama,0
Ugzdnx-2KluTyRPVv8J4AaABAg,@mochammadraihanalfauzi1265,pertama,0
Ugy0nRLOH0RJOWoEr9d4AaABAg,@zaenalfatahudin2291,Banyak koment slot jancok,0
Ugzog9fW2sc35JLBQWB4AaABAg,@eddodika447,Ikan julung2,0
UgyRjXWZgp-QpKWQyhN4AaABAg,@DeharisOfficial,Komeng banyak judi jirr,0
Ugz8ts_7qmmYotWMd3J4AaABAg,@Subscribee-y2x,Nyiksa a mending langsung dipotong sekali tebas pake golok🙏,0
UgxQ48ckgk0bS_O4-up4AaABAg,@ahmadharisyahrial1644,biaya ngontennya bang dede pasti mahal.. berani gtu.. mkan hewan yg tak terduga..,0
UgzDDqDmZD26G9TYSS94AaABAg,@Mozzarella_gaming-61,Bang itu aligator gar,0
Ugw13AIp5Po6pWYxCnB4AaABAg,@waderkencana,Ikan Aligatore,0
UgzwzVI2jKBTtIGn-RV4AaABAg,@atiipgaming5592,komennya judol semua :),0
Ugw7aUoeg82lOCn_PCR4AaABAg,@AhmadNadin-ib4xe,Apakah itu Arapaima,0
Ugx1TQJJmiCBq01IGfl4AaABAg,@agungnursaladin,Mantap nyo,0
Ugyp6SX3rHJKVSXqmxN4AaABAg,@daroaja3833,Konten,0
UgySD2upKU4SzjLNqlJ4AaABAg,@ramapurnama3934,garelo admin slot hungkul,0
Ugz1JerrVizCwNCnQFB4AaABAg,@yayaudahya,mantap konten nya kang Dede sunandar🎉❤😂😊😮😢😅,0
UgwOGLJ1Y5aPzaSpEMR4AaABAg,@PaulBarr-n1u,"Salut sama tim di balik ⭐ A L E X I S 1 7 ⭐, terus berinovasi ya!",1
UgwjepJkm3buRmcEDfh4AaABAg,@RyanWalker-n4y,"Ternyata hype ⭐ A L E X I S 1 7 ⭐-! bukan kaleng-kaleng, beneran keren.",1
Ugwm7qXayTjnYx7mYMt4AaABAg,@ChristineBlack-m4h,"Tiap nonton video, pasti ada aja yang promosiin ⭐ A L E X I S 1 7 ⭐.",1
Ugzhr-wvH1ogOFD4uiN4AaABAg,@JodiWallace-i3q,Orang-orang bilang ⭐ A L E X I S 1 7 ⭐ itu the next big thing!,1
UgzPUZJiBg3nGdvOupZ4AaABAg,@nurkholismajid4054,takut ikan itu penunggu disituu😢,0
Ugz35WhD_IyYq2oh1iN4AaABAg,@KatherineRobinson-l8r,"Nggak cuma sekadar tren, ⭐ A L E X I S 1 7 ⭐ emang terbukti berkualitas.",1
UgxKtjEyg99-1tPmsXB4AaABAg,@PeterJohnson-n6w,"Forum online banyak bilang hal positif, ⭐ A L E X I S 1 7 ⭐ mantap.",1
UgyPsGkNPHN9xq9O8Oh4AaABAg,@SharonRivers-u8v,"Walau baru tau, tapi langsung ngerasa ⭐ A L E X I S 1 7 ⭐-! itu solusi banget.",1
UgykGQ5JVJafRE3xVs14AaABAg,@ChadJones-p2o,"Walau baru coba, gue udah kasih bintang lima buat ⭐ A L E X I S 1 7 ⭐-!.",1
UgwoZE37GgnidVoQOCR4AaABAg,@SherriJackson-d1e,"Kaget semua urusan lancar, padahal baru coba ⭐ A L E X I S 1 7 ⭐ sekali.",1
UgzeSnK7bhTR4rLpFZh4AaABAg,@JeffreyMercado-t3q,Butuh rekomendasi? Gue bakal sebut ⭐ A L E X I S 1 7 ⭐-! pertama kali.,1
UgxRM82Sgsm5D2uKm5p4AaABAg,@GailWhitehead-g2q,Optimis ⭐ A L E X I S 1 7 ⭐-! bakal bertahan lama di puncak popularitas.,1
Ugz2Wjp_zl-T9bBr2QN4AaABAg,@zaich99,"Itu bukan ikan asli Indonesia, pasti ada orang yang tidak bertanggung jawab",0
UgyiATQATN3jh9PAQVN4AaABAg,@ScottWalton-z6o,"Sekarang gue paham, ⭐ A L E X I S 1 7 ⭐ memang pilihan no. 1.",1
UgyMWakDqWXxc0e-c-94AaABAg,@JulieKnight-t7n,"Wah, nggak heran kalo kolom komentar jadi ramai ⭐ A L E X I S 1 7 ⭐-!.",1
UgwOdsd_fc50r8nbd7t4AaABAg,@NancyLee-u3q,"Ternyata bukan sekadar rumor, ⭐ A L E X I S 1 7 ⭐ emang beneran bagus.",1
UgwWjTwjSXwcCG_F5Nh4AaABAg,@thaliavy,Anjir tinggal nyuruh nyuruh bukan gerak sendiri 😌,0
UgwOI1ohoRor87H4s594AaABAg,@CraigKelly-d1u,"Di grup juga banyak yang nyaranin ⭐ A L E X I S 1 7 ⭐-!, fix mau coba!",1
Ugxx47_RIKOYiq1Ds4p4AaABAg,@Zakaman-m8h,"Kang ulah di SMACKDOWN karunya, gebug sakali wae nya engkemah 😅🙏",0
Ugx-IPIGVfhZE2N5h8x4AaABAg,@DaisyCooper-c9m,"Pake ⭐ A L E X I S 1 7 ⭐ sekali, susah move on ke yang lain.",1
Ugyva8cETaT28GJzQuN4AaABAg,@SarahHoffman-d1k,"Wajar kalo popularitas ⭐ A L E X I S 1 7 ⭐ meledak, hasilnya nyata.",1
Ugz_-1SiVjdyb-7Ti2B4AaABAg,@AmyPhillips-k2r,"Tiap nonton video, pasti ada aja yang promosiin ⭐ A L E X I S 1 7 ⭐.",1
Ugy9E0stZ2gufmwQ3h14AaABAg,@LawrenceBurton-h3i,"Nggak perlu nunggu lama, ⭐ A L E X I S 1 7 ⭐ langsung kasih hasil.",1
Ugx-zXo9zFHUutE_WWx4AaABAg,@RichardDean-r6x,Gue yakin ⭐ A L E X I S 1 7 ⭐-! bakal makin dikenal luas.,1
UgySba2OlLAtB5i8tyl4AaABAg,@BillyDelacruz-f3c,"Wah, nggak heran kalo kolom komentar jadi ramai ⭐ A L E X I S 1 7 ⭐-!.",1
UgyGPbYc6OLGztmZIAl4AaABAg,@LaurenCarter-z2m,"Abis ini pasti banyak yang ikut jejak gue, coba ⭐ A L E X I S 1 7 ⭐.",1
UgxEqiVkHXqDHfOn0nV4AaABAg,@MichaelMcmahon-j6p,"Takjub sama sistem ⭐ A L E X I S 1 7 ⭐, beneran nggak ribet.",1
Ugz_R-QHiHTCoMyDo_94AaABAg,@AlexisHorton-z6p,"Sudah banyak buktinya, ⭐ A L E X I S 1 7 ⭐-! memang nggak main-main.",1
Ugx0YmLLFuhmxgsSECF4AaABAg,@JenniferVillarreal-g1w,"Semoga ⭐ A L E X I S 1 7 ⭐ terus inovasi, makin ramai dan bermanfaat!",1
Ugx98HSNZ6s9yusVXDB4AaABAg,@TroyParks-y1u,"Di grup juga banyak yang nyaranin ⭐ A L E X I S 1 7 ⭐-!, fix mau coba!",1
Ugz5Wlb9xqVXp8qHtZt4AaABAg,@SuzanneNeal-l6b,"Abis ini pasti banyak yang ikut jejak gue, coba ⭐ A L E X I S 1 7 ⭐.",1
UgwxRFhhRl9dZUMhVbB4AaABAg,@KimberlySullivan-m1y,"Channel ini jadi heboh gara-gara ⭐ A L E X I S 1 7 ⭐-!, menarik!",1
Ugy_Q48gsTFZPp5MEnl4AaABAg,@NatashaReynolds-j8y,Sang jawara! ⭐ A L E X I S 1 7 ⭐ memang nggak ada tandingannya.,1
UgzBUm-NGlnueGJhusN4AaABAg,@KimberlyGillespie-i9b,Nggak ragu buat rekomendasiin ⭐ A L E X I S 1 7 ⭐ ke orang lain.,1
UgxvY-91hY9sp_USYbV4AaABAg,@GaryTaylor-h3r,"Nggak perlu nunggu lama, ⭐ A L E X I S 1 7 ⭐ langsung kasih hasil.",1
UgxdnN9sm2z1OFR1BZx4AaABAg,@JudyMorgan-p2n,Nggak ragu buat rekomendasiin ⭐ A L E X I S 1 7 ⭐ ke orang lain.,1
UgxOY9A0BUdBl6qvWMl4AaABAg,@ProCGIChannel,Cadukna diblur atuh aduuhh 😂,0
UgzmiclucDsC9Ri4AX14AaABAg,@LuisStephenson-r1t,"Banyak banget testimoni positif, pantas ⭐ A L E X I S 1 7 ⭐ naik daun.",1
Ugwx1MiZyNTxatt_LEp4AaABAg,@ElizabethWright-x5h,"Setelah pakai, gue bisa bilang ⭐ A L E X I S 1 7 ⭐-! layak diperhitungkan.",1
UgwtXXhKW9qXIcb9pYV4AaABAg,@CliffordFord-h9c,"Spektakuler sih, ⭐ A L E X I S 1 7 ⭐ sesuai sama yang diomongin orang.",1
UgxG6z8kEvG2xZWFMEh4AaABAg,@LoriJohnson-l3q,"Banyak banget testimoni positif, pantas ⭐ A L E X I S 1 7 ⭐ naik daun.",1
UgyRA628isqblDmOLOV4AaABAg,@KimberlyJoyce-n5j,"Pernah skeptis, tapi begitu coba ⭐ A L E X I S 1 7 ⭐, langsung percaya.",1
UgwrUWJL6-RThP5SPxt4AaABAg,@SheliaGray-z1h,"Setelah pakai, gue bisa bilang ⭐ A L E X I S 1 7 ⭐-! layak diperhitungkan.",1
UgzNiZx2LLcipYncDeZ4AaABAg,@ajjubhai8929,"Rezeki besar nggak kemana, makasih banyak ALEXIS17! ❤",1
UgxsAyemYFYLVY9Gn9R4AaABAg,@ramtarjatav9358,"berkat  a l e x i s 17  saya melesat, dari penjaja gorengan ke pemilik kafe yang berkelas. 🦅",1
UgznzgbAu424ykNHCiR4AaABAg,@Raju-p5h3y,beneran jp saya coba di alexis17,1
UgwDgJaFFu9SSDykMZV4AaABAg,@New_vloger312,"Alexis'17 aku cba, langsung bawa pulang cuan gede",1
UgzbPhMZ8XpyCx7adE54AaABAg,@SukhvirSingh-by3yq,"Terimakasih Λ L E X I S 1 7, memang super hoki keren terpercaya dan nyata",1
UgwxiTX-KQeUH5i10R14AaABAg,@jangkurnia1168,Wah di sponsori ember elastex dan vinilex 😂😂😂,0
Ugwm3JEAc9uJrIqAXvZ4AaABAg,@DevKurmi-jo2vs,"parah banget! alexis17' bikin candu berat, susah banget buah berhenti soalnya dominan menangnya!",1
UgyqJiweFXgyYErB8Ip4AaABAg,@harmuniknda9070,Asa temungkin Kubang sagdekitu Aya aligatoran😂,0
Ugz91ru-VSxg2AdWgxJ4AaABAg,@AhmadQadri-f2k,Bukan nya ikan ALIGATOR itu di Lindungi yaa di Indonesia,0
Ugyoy54j2f0rhOgDWO54AaABAg,@infimenarik,badagnyoohhh,0
UgwWuW-YdU6XinjvNOh4AaABAg,@AmiraRa-wf1kl,"Wah udh besar itu klu di qarar yng kuliat kecil2 , enak tu di goreng trus di sambelin",0
UgxCrMK9k5cACvB5Lj94AaABAg,@DimasPrasetio-b4k,HAdir,0
UgyUmW4Yb_g3FtYget94AaABAg,@Nurhalimah-g1f,Njir di smackdown,0
UgwSfDTN0aIcaE5KxYd4AaABAg,@AsepSuyoga,Modol nyo😂,0
UgyZGhrrGKVPY4cf38V4AaABAg,@srfggghgguuuuyhbhbjjj,Encup Bambang Yudhoyono Sri Sultan Hamengkubuwono 😂,0
UgzYHSyVvyDfLZ1Hxgx4AaABAg,@RansSkuy-t6f,WEDES 17 GACORR,0
UgwXQQNDWWbpj0bLQr94AaABAg,@WonogiriXNoahSahabat463,Gunung Sindur Bogor Hadir,0
UgwvFYTd9khXsNkg_eV4AaABAg,@fotocopywarna,"ikan brazil bisa ada disitu yaa, tebang sendiri kesitu apa memang di bawa kesitu buat konten yaa????🤣🤣🤣",0
UgyDetvRtoGG9abiCfx4AaABAg,@wieuuu,next arapaima😍😍,0
Ugw5zD2Ucq-V5SuaJxV4AaABAg,@ArsiveFebrianVlog,Beuhhhh Mantap nyooooo,0
UgxFQGLhd85r6wSwtGt4AaABAg,@adiimamsuharto9006,"Meni loba sampah a lembur teh,teu  beda genigan jeung di kota.",0
Ugw3spMI-Wwquo3vEhV4AaABAg,@zelyne19,Kapan naroin ikan nya a,0
Ugxy2nfqjDFybWv4cVN4AaABAg,@tubagusdidit7810,Kang kolab LG sama Ridwan,0
Ugx-W-vN7vG-t_0_NaB4AaABAg,@clkinsect,Mantap bang ikannya 👍👍,0
Ugwj7LOcgnOK87ctmtx4AaABAg,@dickypermana8518,Runtahna euyyyy...sakalian acara acara ngabersihkeun runtah Kang...sasakali lah...,0
UgwiRqDJTFx5gW7V9Ft4AaABAg,@devviran3842,Runtahna haruh,0
Ugx0py6nJfO9sDdQRCt4AaABAg,@jydkerjakerjaan1892,waduh pas dibanting kok sedih liatnya mang dede... kenapa engga langsung aja potong kepalanya..,0
UgxSIBAaJuN4UXwR1Dl4AaABAg,@freeddmmm,Aneh comen banyak judoll,0
UgyD33GM6xOxjA2qmf94AaABAg,@aguspriyono7420,Ini yg dulu di konten rizqi yg dapet lele jumbo kayaknya yaa 😂,0
Ugz9e141zWeHtWgWEEd4AaABAg,@arabindaroy-pl7ei,"Ｐｕｌａｕ７７７ tampilan keren, fitur lengkap",1
UgxS1mpD3m156zuS4Qh4AaABAg,@niranjanj9821,05:00 🅿️🆄🅻🅰️🆄777: Hadiah besar menantimu!,1
UgyWUozP4yG-8l0TYyl4AaABAg,@tariksenarchannel5185,Sudah dipastikan bakal tidak selamat yang lainnya kalau bang dede yang turun tangan😂😂,0
UgyVXKCwBZ3gw_u2nF14AaABAg,@kushyadav7961,06:00 Nikmati promo spesial hanya diＰⓤＬＡＵ777!,1
UgwWdemvP3YhHx0fIBN4AaABAg,@Rockyv00340j,06:00 Nikmati promo spesial hanya diＰⓤＬＡＵ777!,1
Ugw9-74U9SKouyUaRbV4AaABAg,@Altamash-iqubl,02:00 Ｐｕｌａｕ７７７ gampang banget buat dicoba,1
UgxR4ft4DTHa7kxXVkV4AaABAg,@dhavalhalpati1125,"🅿️🆄🅻🅰️🆄777, pengalaman gaming terbaik!",1
Ugzqi2oMw7mVNTqSBHV4AaABAg,@samimmondal3893,"jepe pagi, siang, malem! Cuma di █▓̶P̶U̶L̶A̶U̶7̶7̶7̶.",1
Ugzuj0wH04DG953wqKB4AaABAg,@Bhakti_Sagar-1001,"02:30 Rezeki datang terus dari ρüℓAυ777, gokil!",1
UgzYALmh1YDcQBgsWvx4AaABAg,@DevaRabari-z2c,[̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7] tampil dengan desain modern,1
UgyLtCjod49ikbld1Zt4AaABAg,@Chiranjeeb_DJS,Peluang menang besar hanya di 🅿️🆄🅻🅰️🆄777!,1
Ugyci9aTufC9XjWro494AaABAg,@chandruk581,Jadilah pemenang berikutnya di 🅿️🆄🅻🅰️🆄777!,1
Ugzt3TLLuu0rhYPJaEF4AaABAg,@geetachaudhary5187,"02:30 Siapa yang gak senyum kalau main di P͓̽U͓̽L͓̽A͓̽U͓̽7͓̽7͓̽7͓̽, cuaan terus.",1
Ugwutz1i3z_5lJAr4vR4AaABAg,@BR7ARSHU99,Mainkan sekarang di 【P】【U】【L】【A】【U】【7】【7】【7】 dan menangkan!,1
UgzOVgB5N-RUA6n0LpJ4AaABAg,@ghg1946,Saya suka gimana 🅿️🆄🅻🅰️🆄777 selalu update,1
Ugz53NRPi_oGm5NRBrx4AaABAg,@biwajit12345,"🅿️🆄🅻🅰️🆄777, hadiah besar menanti!",1
Ugx9HfaARCfov9OdCXN4AaABAg,@KrunalsinhParmar-ee7ps,"06:00 ρüℓAυ777, jackpot tak terbatas!",1
Ugzc9pknYpskgbuQDBJ4AaABAg,@picklesmanufacturerrajveer7480,Jangan lewatkan kesempatan di ＰⓤＬＡＵ777!,1
Ugwip_UI_wHi1wrhb6J4AaABAg,@TGowtham-t5w,"Top banget ⓅⓊⓁⒶⓊ⑦⑦⑦, jepe tiada henti.",1
UgziCatezyUVjVjUhlR4AaABAg,@ramavathgopi669,"Tiap hari jepe terus, emang P͓̽U͓̽L͓̽A͓̽U͓̽7͓̽7͓̽7͓̽ terbaik!",1
Ugw0VhyLkG92zLVWJRJ4AaABAg,@Brainrotseller-s5i,"Keren sih 𝔭𝔲𝔩𝔞𝔲𝟽𝟽𝟽, main bentar auto jepe.",1
UgwCSOjDzEVqSpC7wCh4AaABAg,@Nelu-t7w,"ＰⓤＬＡＵ777, tempat kemenangan berlipat!",1
