comment_id,author,comment_text_clean,label
UgyWRZ3RCWZwM-tMGbt4AaABAg,@bitcoinmaxie,muke jelek semua pada banyak tingkah ya,0
Ugyc5i0osmUGjwzNia54AaABAg,@ophyphy9533,malah di suruh mengang jga walah,0
UgzuTSWKqZQWINV1eiB4AaABAg,@hafizmarpaung29,nomor 3 padahal udh serius malah dipancing,0
UgyLVY8m4coV5gJMDKV4AaABAg,@ricardokaka7973,no 1 pake kaca mata mirip tl sanji,0
UgycdoNo0B7jOZKdE-V4AaABAg,@aliensoundmusic5015,wahhh kan sule pandai main suling mantap,0
UgwS7LKUymixe1QXMfB4AaABAg,@Apyuhu99,tetep bang sule nomer 3 kaget semua lagian catez mancing si dapet ide kan,0
UgyfOosgP8qDTNWmBvV4AaABAg,@dedeyusuf4189,bocah don90,0
Ugw25SY-GmT2NCvb8cd4AaABAg,@ImamBasuki-w6p,lah aloy islam baru tau,0
UgzqGRjqXVNatLDBfV54AaABAg,@BangAee1,no 4 bangsat dah,0
UgzqSM45t-Yo7Y3TG9h4AaABAg,@Praising007,mrk bukan bocah kosong kadang dibuat biar klhtn bloon padahal bolong gede sebenarnya,0
UgzxErc1peodMoUFAoJ4AaABAg,@senja1224,sumpah ini tuhh lucu bangettt,0
UgzoXDP-XcqVDJrAsJh4AaABAg,@Andiwicaksono-z5i,setingan itu mah pura2 kosong ya kali umur segitu sepolos itu gk mungkin,0
Ugz3hdENcheT3cLg-Tp4AaABAg,@Nailong-s1y,jadi dajal dong aloy tato di muka tulisan kafir,0
UgyKz6cipFBwifqSnO54AaABAg,@rizkyvikri,x,0
Ugy5OhiCEATd6ZBltkF4AaABAg,@NurulMahfuzhPersonal,catez malah ngasih ide kesurupan kaget sendirikan,0
UgyyansfRhOl3fJuaB54AaABAg,@arumi_123-g8b,lebih ke orang2 tolol sih wkwk,0
Ugzg0d678Vn4f_QRBR94AaABAg,@BrajaMusthi,koq gibran gak ada dia kan bocah kosong,0
UgwekSdmpLZqLP9XvzF4AaABAg,@riasgremory1689,episode bocah bocah kosong sama aloy sayang banget gakda vior malah di ganti sama cewek botak jelek gitu,0
Ugw2R4VTdOuyj1I524d4AaABAg,@Cantik_harus1302,paling epik no 3 kang sule kerasukan kocak bgt bikin semua kaget senam jantung,0
Ugy0QInaCR_XxbzW7sF4AaABAg,@muhammadrizkyfajar2998,amazing,0
UgwVcGiwzYvjhr8-JbZ4AaABAg,@KeanuBawono,sule,0
UgxNIb8GO_S0F9agNel4AaABAg,@christianwinata2983,yang no 4 siapa nama cewenya,0
Ugz5Tz3VFAdoTBF5jZx4AaABAg,@jamallailatulqodar2181,reza jelek amat sekarang gantengan yg dulu,0
UgxTm7pP7wN9JNawNhJ4AaABAg,@jumarizxz,yg sule kesurupan paling lucu,0
Ugz9gFqpUXK7lLaXUyN4AaABAg,@YuueiFletcher,udh tau sule pelawak kelas kakap eh dikasih pancingan woskwo ya disikat,0
Ugz_I2Rg-6ghT0h1IbV4AaABAg,@yuripratomo3726,sule gelo,0
UgzDiR0bqORUpsP_sK94AaABAg,@galayoye,tato kafir dijidat dajjal donk wkwkwk,0
UgzWf-vIOHiNWLuuXGN4AaABAg,@Ghathoddd,jangan pikir mereka kosong beneran ya itu cuma akting depan kamera mana ada anak orkay kosong secara gizi sudah pasti lebih baik dari yg kelas menengah dan kemungkinan mereka punya gelar akademis juga,0
UgxeILJ_IROje2kn3iJ4AaABAg,@seem.neutron,itu artis yg pertama umur 30 kliatan muda siapa namanya,0
UgzHTLjO_wwWAhIPq2d4AaABAg,@andrianst8247,mantap bang sule,0
Ugw-RUjQ72nvF_O8Q6F4AaABAg,@taufikismail5584,ngakak banget ketika sule akting kesurupan,0
UgyDZweJOf01cjo5gPh4AaABAg,@DybKaldera-j9j,wow,0
UgzNpCpL3Jz5IdAx-sN4AaABAg,@DybKaldera-j9j,hahaha,0
Ugwvzq0YvFJ0NaojLoN4AaABAg,@ipulsandores293,ya dia kan kaget secara umum kn anak sekarang usia 17 aja dah kayak umur 40 puluh,0
UgzZFeSJwojU-D1kT8d4AaABAg,@NopitasariIsti,paling lucu ka aloy,0
UgzUc3EDTA1QdMq3pHF4AaABAg,@4diciro_P4n664,40 yaa,0
UgwoY2bhLukXQvhxlVZ4AaABAg,@farikhaputrisalsabila4052,gede buanget asetnya gaiss,0
UgyQ4UYvyrhjfqCtPy94AaABAg,@mr.j1780,gw liat2 reza ya klu dia takdir nya jadi org miskin kek mana gitu rupanya ya kek manaaa gituuu,0
UgyPLXIfLf7gwFLvEMR4AaABAg,@asha7897,king aloy orang palembang ya teman,0
UgyHKzesZ9juxzJs2Zp4AaABAg,@janggutothas8391,sampah,0
UgwhEY43pkFWdg81Mu14AaABAg,@OscarParera-l9n7n,gimick,0
UgyZ8YV12qMIWlZPPIJ4AaABAg,@catlovers3527,padet padet,0
Ugy3ponohuBf1Ahl7Rt4AaABAg,@albertusanggo3912,pas aloy meyden ga pake celana,0
UgwbfkCiWnYOl9NfHa54AaABAg,@senshin4777,kasih seminggu reza kumpul sama mereka ber3 pasti ngikut jadi kosong,0
UgxN4hXyXqjLG2dSdu14AaABAg,@bee9681,no 4 siapa sih,0
Ugzjq_i7Z_ylfPArHSt4AaABAg,@junaijunaidi9351,bang vior padet padet,0
UgzOowfCAqaUhIjTGuJ4AaABAg,@AkimJii-n4v,mereka itu nggk kosong tapi pura2 b3go,0
Ugx3ogBRkFycbcKULJN4AaABAg,@hariguntoro6878,tiba2 dokter richard mereka pikir palembang itu cuma sekampung apa gimana si,0
UgzlRLhAPWEgGL4ybQt4AaABAg,@MasAn1503,hhhhh,0
UgwVFRJZsB1b-JdeMq14AaABAg,@Kopisantai97,emang reza udah tua gw masih smp aja dia udah kerja sekrang gw umur 28,0
UgyQ3PHK1R1Vva9ns9d4AaABAg,@eehhh2393,si reza stress berat,0
UgyuHZsVDMvID6djQuZ4AaABAg,@rogotanponyowo7074,sulingnya sule sunda bgt nadanya,0
UgyzChoXYjvOfC7Otlh4AaABAg,@edoarsyansyah2286,paedahhh nya apa cobak untuk generasi penerus bangsa,0
UgwjszzAAZxS3y8Nl2R4AaABAg,@rizalsaga5281,kang sule anjir serba bisa bangett,0
Ugyx4kz8pVhdKqC1GgJ4AaABAg,@ahmadbustanalhafiz2954,sule lucu banget kocak,0
UgyAN1GHB8X7R77z3Up4AaABAg,@haiirul4282,kafir,0
UgzlxgH49jA1M_raL_B4AaABAg,@morbius157,no 4 siapa namanya yaa,0
UgxqNZsYUM4ZpR1ujDh4AaABAg,@bangaril5700,sule ada aja gebrakan nya,0
Ugxihnx03UI4_NWpNRZ4AaABAg,@SIPSS7,sule is the best lah,0
Ugz9t2ws-O_AlKWfo0F4AaABAg,@fannyfernandha,vior meyden cateez,0
UgwBUgcHuK1d-sSa-vV4AaABAg,@muhamadichwansyah2691,apa nya yg cantik apa nya yg lucu gajelas,0
UgweG9HhCTitL8yb-qx4AaABAg,@Gwenna123,kocak hahaha,0
UgxiI170wnP51A9Cmll4AaABAg,@Gwenna123,kosong bnget malahan hahah,0
Ugx3gNjZrS93FvbVXAN4AaABAg,@Ridho114-,kalau padat biasanya asli tapi ada beberapa yg dari genetik lembut,0
UgwAuZjHFyWmfTz4-aR4AaABAg,@wanadnin7702,ptt la go block bila minah end don t dan laki2 end don t berhibur,0
UgwhgaSDxSc9Si8S_Vx4AaABAg,@AdminBTM-e8r,arab kena mental,0
UgzfXDuFS2_imTKSpS54AaABAg,@ValianggaPutra,reza mah udah seumuran rafi ahmad,0
UgzQdbBf9T2AgvXVJ154AaABAg,@Otonaa1,lagian kang sula malah dikasih punchline wkwkw,0
UgwHyZg0jFRoM1kkYtV4AaABAg,@BanggMeehhTwbm-sn6im,arlida cantik bnget njiirr,0
Ugypa9gjtJqtb5azbD54AaABAg,@DeathKiller-my9lo,4 nama cewek,0
Ugz6sut9BMTT2OrIiTB4AaABAg,@sidikMualif-g9u,vior dan kayes emang cewek idaman ku cuyy,0
UgwSpMQE6wDCWJ6CO7J4AaABAg,@Galih-s6r,gua malah kaget yg no 3,0
UgzAVKXamyD56KDX7at4AaABAg,@VivoY16-ri6wh,l,0
UgwArkLwR1mZqM4AV454AaABAg,@mansurmansur971,p,0
UgxwZblolD9EMvzCG4R4AaABAg,@FACKRIEBolotuhan,komen,0
UgxQC6xCut7NwZojKAh4AaABAg,@zeyzzzz,bonus nya terlalu berlebihan,0
UgzvqeUJ3wNglnThJ7F4AaABAg,@KingPrabu-b1g4h,trio kosong,0
UgziLOX_DWdAoKCVmZR4AaABAg,@DaruRuni,aaaaaaaa jancoookkk,0
Ugykxcg5E_7QsoF-X_t4AaABAg,@tri_ardiyanto,kaget ya karena lu umur muda tapi kelihatan tua,0
UgxSjFGJ196cKogIHpZ4AaABAg,@MuhammadArga-c8f,coba gua yang pegang,0
UgzXvVcvR1pMni7ZlOB4AaABAg,@CzarManoppo,aloy stres itu,0
UgzZmuAvax7XgRPUrft4AaABAg,@Velldora677,coki ketawa padhl dia yang kafir,0
UgwsiCoKMN8EVUiQft14AaABAg,@aprilliaamandasari6000,2 dikira dajjal nnti,0
Ugw2P1CNyFiIDdGYuzR4AaABAg,@SukronNaim-dl4nu,kang ule,0
UgzSVYHNs79epbPDU9t4AaABAg,@Mikael_Givi,akibat selalu minum arak haram todo tuak masam sbb tu muka tua mcm org cacat,0
UgzxsdvriQB8n--40uh4AaABAg,@kamarulimran6394,nombor 4 itu siapa sih,0
UgwNH6SK0O3qYShwaKl4AaABAg,@bianxxxGaming,ijazah palsu jokowi pemenang harusnya,0
Ugy-1u75-aqL7iKCpWt4AaABAg,@andrieisbell3313,acara apaan sih ini kagak ada manfaatnya sama sekali,0
UgzefIgg0S09H5Rpy4V4AaABAg,@ferrisnovian1907,gapapa cok itung2 terapi,0
UgzANkbMH5dJI4OOonV4AaABAg,@_Aliffnina2908,indonesia mmang islam nya pakai tatoo yaa,0
UgylLoGO_4GT3Fh_Wjl4AaABAg,@zytpan,hibur an apa ini lebih seru rjl5,0
UgxzgOQZpRLTXqdPUAV4AaABAg,@ahmatsalim448,aloy emosi full gua rasa,0
Ugw8Et0MUBywGe_di5d4AaABAg,@fikryfauzand12,yg sule gw ampe ikut kaget dancok,0
Ugz5X7c3pgDms-xFyK94AaABAg,@torogenghis1609,belom dipanjerin udah boleh dipegang mau gw,0
UgyVbKfXOUpHLn7oQeB4AaABAg,@masihbocah000,mayden gong banget muka nya pas kesurupan,0
UgyMaXvlqWYkyguZb2x4AaABAg,@blackmamba-f9y,hahsahaha kang sule,0
Ugw64HQVsTZyT4ZpOm94AaABAg,@PapiUwuratuw-e5z,wkwk,0
UgyvsALz4_y5So3pbxZ4AaABAg,@beydika6559,emng kafir tu,0
UgywOxjjlmj2fgj6ysB4AaABAg,@ridi7530,d clip meden kaget jdi meme asik sih,0
UgxM9QcOD4r5H-OPSWd4AaABAg,@SugionoSeger-y5p,kates langsung melotot wkwk,0
Ugww1tsfda9cjnBRN9B4AaABAg,@kevinhendryan,ke 4 coki suruh pegang ya jijik,0
UgxrW1LSOXx1zvuQsWl4AaABAg,@imransilawane2273,ini orang apa kelebihan mereka yg ada kebodohan yg mereka tampilkan ada gak bintang tamu yg lebih bermanfaat dari manusia 3 itu,0
UgyKwahdXJky8RdEyhF4AaABAg,@hairuladham6682,islam tapi bertato kurang agama apa lgii,0
Ugy-N3F_j_T3t97koUR4AaABAg,@kreatificat,sule masih lucu masih bisa diselamatkan,0
Ugw1EdJjeCZbuLC7OWh4AaABAg,@nobgaming4905,lucunya dimanasih gx tau lagih komedi jaman skarang gx ada mutu blaasss,0
Ugxh4PmcyEiQdpTtAFd4AaABAg,@RahmatTullah-b5e,gk bermutu,0
UgywuS3VlDMlVbKF0AN4AaABAg,@adezulfrian674,ngakak liat sule akting kesurupan,0
UgxgOUftXKgmdB_Xzx54AaABAg,@musisijadoel,aku suka no 4,0
UgzZjFpJMRKgjKFnpuJ4AaABAg,@fatui_Snezhnaya,jir ngakak gw,0
UgzXl-fNCgsGUrUbCG14AaABAg,@denkonih,bro i hate this wkwkkww,0
UgykGXRkaZuIArBKpJx4AaABAg,@rifkiachmad3895,yang sule sumpah lucu bgt pas ditonton,0
UgxPskEzGPoB6zuodCx4AaABAg,@TakeshiYamato-i7l,reza malah stress dengan soalan2 diajukan,0
Ugw7egcelk9IIotWmGt4AaABAg,@Budimawan10,ngerti kan combo mereka bertigaa,0
Ugxso_D4akUFDskesXl4AaABAg,@sunartozoyden1509,top 3 ngakak njir,0
Ugyog-v43bWlsumY0ad4AaABAg,@ninoLupi123,aloy mirip bisma,0
UgxLflaPwGkLaCoWorJ4AaABAg,@AminKacak-q6e,kontena unfaedah,0
UgyIK8lX3ff1CDK2XQt4AaABAg,@TamaDrum87,aloy hahahahhaha,0
UgxGQsJd7q8b-HI2vdl4AaABAg,@thekingofindo,arlida enak bgt jir,0
UgwHLdMjjISylILysGN4AaABAg,@Arif99_sensei,kerasukan,0
UgwIwb3Uicrp3V8biWF4AaABAg,@GalangFebrian-vr8yw,enak nya bobaa nya ka arlidaa amin jadi istri guee,0
UgxNfigL1WL5bIYx6TN4AaABAg,@AkuDanDiriMu-c2o,replay bolak balik yg bagian kaget,0
Ugx_2dhlAc4ootDZY5p4AaABAg,@bangjai6463,tato kafir di jidat dajjal,0
Ugwjs-1rzUj0lS_KI5N4AaABAg,@senarkusut7940,lngsung d ulti kafier,0
UgwKhoO3UTbCTqs67-14AaABAg,@Fatimah_official20,bocah bocah so polos,0
UgxazCKv_-pVcnBQUUB4AaABAg,@zakyarwan1928,dalamhatiae,0
Ugzx5a9QdZ6ruDhFWA54AaABAg,@Gugun_08,aaaaaaaaa aaassssyyuuuuuuu ngakak sendirian tengah malam gara2 liat sule kesurupan,0
Ugxk5PZsLP56csO9C-t4AaABAg,@kikibudiansyah8276,sule kerasukan,0
Ugwv4VxeGnOXu6Lv0Rp4AaABAg,@Putrawn,no 4,0
Ugxm4t2tmGOUnMaiA-94AaABAg,@kahfyabdul5248,no i hate this so much boy,0
UgwE57iHW6LNyej7s8F4AaABAg,@dhanibholo29,momen kang sule pecahhhh bgtt serius,0
Ugw7UkH7H_dA382LNvd4AaABAg,@storywaku7805,meyden parah tato tulisan kafir,0
UgyEmrb93jTPBBrvwjB4AaABAg,@CarrotPooll,gw tau apa yg arap rasain ngedenger itu,0
UgwQD-lbFCilotoHKWt4AaABAg,@Rox001-h9m,coki anjir gue ga suka lagi pegang itu,0
UgxyuGwNNXO9SZBqZ-d4AaABAg,@D06764,acara alay gajelas,0
UgznuuSjHYXvSvG83pV4AaABAg,@masdanise,malah dikasih ide kerasukan ya langsung dieksekusi sama kang sule,0
UgzoWICr7TSgjFjTe7l4AaABAg,@arisanezka5846,yg no 3 the best anyink mpe ngakak guling gw,0
UgxYTprztb161P8CnxZ4AaABAg,@jemyfahrudinsyah,bro i hate this kocak,0
UgxLFih62YwFxYfpsWV4AaABAg,@faqihgaming4739,mata katez yg sipit langsung jadi melotot kena jumpscare sule,0
UgzECzEQ6l5_4jvIBHd4AaABAg,@dikabee1420,anjir yg ada sule ya aku kebawa cuk deh,0
UgzudpeDLfJBy47kEv14AaABAg,@Alchan23,malu ungkapin umur masih untung lu idup,0
UgwRsdpjs9LXsc3_hER4AaABAg,@Xiaoxiao-r4g,pake dipancing kerasukan,0
UgzT_PZ5EJV8VR2rPud4AaABAg,@prasetyodandy8997,lebih pecah arafak dari pada vior,0
Ugzr-9nV7dOlpXD_l5t4AaABAg,@PuputCahyi,uhuy,0
UgxMzqe0mbvoK_7tw9l4AaABAg,@muftieka5112,anjing yg pas sule kaget beneran wkwkwkwk,0
Ugw5blw2AJS_yfn7r0x4AaABAg,@mrryuzz3370,andre blunder apaan coeg,0
UgyAwkPZJGSbhtYbmiN4AaABAg,@BangkeLaknat-x6s,no 4 si coki panik,0
UgyamOeMCWTvIsxzDDl4AaABAg,@AriAri-m6w,islam tapi kafir,0
UgzWCmdLeG0nEr8H4V94AaABAg,@ordinarypeople1194,pegang oppai mana tahan coba klo ga di kamera udah di gass,0
UgzLN_lx8aVNk7wuqG14AaABAg,@putrabontot454,si coky disuruh pegang tt arlida emang dia normal doyan cwe,0
UgwLcrdL2J8vUPO_k7N4AaABAg,@jonisusanto3776,gak semua china keluarganya dokter richard,0
Ugyu078B0MtexNeC7Px4AaABAg,@thalibarrifqi,mas yebe mas yebe,0
UgwzlxdSvfFYVqdlkUN4AaABAg,@ryzkyprometheus6111,muka meyden kagetnya,0
UgyI8FLacdKDFQ9YD2h4AaABAg,@zeythfall2889,yg ke 4 nama tamu nya siapa bg,0
UgyXzLqTSwSK8WOdlph4AaABAg,@maharajamuhammadmandala9,reza hrga diri gw hilng sm bocah2 kosong,0
Ugzx75bjUP825hV1aSt4AaABAg,@Dykk07,p,0
Ugx0tPVI0z5KbYqNkMp4AaABAg,@brodikardi,ke 3 pling kocag bgt real kget nya,0
UgyOJ40A3IBSQ6-WiEp4AaABAg,@KhofaJahidin-k4g,ternyata sayabodoh,0
UgwbJcZO93o1jHpvWP54AaABAg,@yayanhandrio-q6w,wh bikin saya mengoda selera banget deh pokoknya wow mantap abis,0
UgzZ-9vPlCpJZplyXnt4AaABAg,@yayanhandrio-q6w,wah mantap sekali,0
UgwvnZ9x0haK-dS9coh4AaABAg,@SupriSupri-u8t,kepiting laut ya bang sblum nya sdah di rebus duluan sblum ngoten,0
Ugw4gO0RQG7p0I3uCcJ4AaABAg,@AndiSopandi-r3x,keyeup paraeh di simpenan tapi te katingali siga enya we,0
UgzUwVPHp3HXZrd-9DF4AaABAg,@AndiSopandi-r3x,bisaan a dede mah mun adu akting pasti juara,0
Ugxn8SFZokF4JwyHmLN4AaABAg,@roniibrohim99,keuyeup geus asak etamah kang dede mantap kontena lah,0
Ugxha7pINx8c1F_XlEV4AaABAg,@drxnnn4443,isinya sdm rendah minim literasi makanya nonton ampe full dlu baru komen gbleg sia,0
UgzHqirWKm5zWOqFruh4AaABAg,@slametMulya-p9w,d sawah aya keyep laut,0
Ugw_TVgVT0DKjdG7I354AaABAg,@SitiNurjanah-q5t,kok kepiting nya diem aja biasanya capitnya ngangkat ini mah diem aja dan kaya udah di rebus ya gimana bener ga,0
UgxHjejdKB5zkwpKNoJ4AaABAg,@sarafjalun,baru tau ada kepiting gak gerak,0
UgyYJqgJuhEJN-cFrfl4AaABAg,@ilhambasubatman,ngibulllll piting ges ngan ngaleoban,0
UgwQxeD4508B5smf_0d4AaABAg,@AlexSander-bd9jl,yuyu wes mateng cokkkkkk,0
UgyUJ3d4LSwqOKFJSmp4AaABAg,@mochamadsyahril6806,bener iyeu ngaranna read crab membaca kepiting lain red crab kepiting merah kang,0
UgyW_8WS8Mw_5IOsIpR4AaABAg,@tutuww128,usup mulai terpengaruh nyooo,0
UgyxBt2AbcPoFwx4yHZ4AaABAg,@lailaendah2376,keren ya kepitingnya ga ngelawan wkwk,0
Ugy3TBTRH-VzZp93A5t4AaABAg,@lailaendah2376,sya tau ini bohong tp ttep sya tonton,0
UgyYUDfBE7ZUDBBj0e54AaABAg,@NurulHayati-v1d9w,kayak nya dah di rebus dulu tuu kepiting makanya diam aja warna nya pun dah merah dede,0
Ugx4qD59C_IESUkDB_J4AaABAg,@RahmatKebi,setingan,0
UgwkiyiqrV2HR1_WzAN4AaABAg,@Riss94,sperti biasa kita endus dulu,0
UgzVYwGjLmROKtT1-eV4AaABAg,@kopihitam8772,ini tuh jenis kepiting rajungan mateng,0
UgyU_mBTTuAUaxFqZk14AaABAg,@Pakih-w4j,iya ini bohong,0
UgxE83NOhVBF6UbUnN14AaABAg,@gadovideos720,kepitingnya udh matang tuh langsung makan aja ga sih lord,0
Ugy6dA36GfoJBpjmdS14AaABAg,@ahhmadrizki3539,ammjjjjrrr jago pisan ey nangkep kepitingnyo,0
UgzZvgP04C56eFvlOAd4AaABAg,@sabartarimo1153,disawah kepiting mah gesit2 liat orang jg langsung lari mn ada kepiting diambil gampang bgt tp aku salut ma kang dede jos,0
Ugwgu9R0g_zWnIRvuZd4AaABAg,@Mekifrastiyadi,mantap,0
UgxXYjCNPmmzZnGfmMZ4AaABAg,@HujanshaHsuiabsa,keyep nang ngulub,0
UgybAJIbPG7IHUzT0AV4AaABAg,@danangadeprasetiyo4950,kep red kampret,0
Ugw4vWG49m37lJ55c554AaABAg,@Basyirin-u8t,anjir mudah kali nangkapnya sdh mati sih soalnya,0
UgyW2EGJDN2ukmCcc6J4AaABAg,@Basyirin-u8t,kok gak bergerak kepitingnya biasanya warna kepiting sawah hitam bkn merah,0
UgwBJqG0s6mX-NqlUYl4AaABAg,@HaziqAizat,red crab atau direbus,0
Ugw-BMff_371r6ZaFQt4AaABAg,@12X-m7h3n,sak karepmu de pokok kowe seneng,0
Ugze9zENbfVHNKv1nS94AaABAg,@bangallstr2620,19 40,0
UgzS2m4Mz9a7AACe71l4AaABAg,@NoviYanto-z1d,baru tau kepiting laut ada di sawah,0
UgyT_IVLOWWahmQEfVZ4AaABAg,@WilllDaann,keliatan bet setingany,0
UgyThWZoRgK3Wxb6IAV4AaABAg,@Ekyz11,editor nya typo ya bang apaan kepiting read crab wkwk,0
UgyUdzM1kJMJ4vKa5vl4AaABAg,@IpehMaria-e2g,berasa jadi orang bego gw nonton ini,0
Ugzo4Gg0Ae7m1EAXB3B4AaABAg,@katanyabudiman8415,kepada semua kepiting berbaris siap2 diambil satu2 sesuai urutan wkwkwkwkwk,0
UgxLYQN5ZSVsnLSVdaJ4AaABAg,@katanyabudiman8415,kepiting drama,0
UgxRbelQ0FuoJMjzC7R4AaABAg,@sumineko9525,njir kepiting rebus ditaruh ke sungai,0
UgxKiTU1sXTq8EAvaLh4AaABAg,@asry.ch9,settingan euyy,0
Ugzk_vDF23n2rT1vElV4AaABAg,@MuhammadJamaludin-fn1sw,kepiting oren namanya kang yg udh di rebus,0
UgxV9ngNbK30xf_nDWF4AaABAg,@DedySuryadi-z3z,logika aja mana ada kepiting yang anteng kayak patung,0
UgxwzXqhZD5_0RJ_lUJ4AaABAg,@DedySuryadi-z3z,fikksss gak gerak sama sekali wkwkwkwk,0
UgzX_ZFjkvxgNli4Za14AaABAg,@Kss1215ms,anjir sejak kapam rajungan disawah,0
UgxXMKO7uq0XwS6rvlN4AaABAg,@erickfuad-r2m,udah mati tuh,0
UgxMQDvkZyz42aumAlh4AaABAg,@fikriabi9965,kepred dibaca kepret kepret cacapit na noen,0
UgziUm3m1fP4sbLpywp4AaABAg,@fikriabi9965,menang ngulub etama nya noen,0
UgzB4CJuJl4K9wApoHp4AaABAg,@alvin-rm1ey,17 20 terbongkarr,0
Ugz7CFNvUUJBxa8dJYB4AaABAg,@Ukoy74,di sintreuk paeh cnah,0
UgwpGg_ATYlCZwIev2p4AaABAg,@AkuHanyabadutmu-h7p,ajaib guyss,0
UgzMYOe_GMIuAVMK8E54AaABAg,@BilkisPutri-e7s,anjiirr di sinterk keyepna langsung kao,0
UgyJXulr3T_mxOn-0Nl4AaABAg,@Knia27channel,itu kepiting nya di rebus dulu tah seumur hidup gw baru tau liat kepiting udh merah kaya udh di rebus gtu,0
Ugyr86seSyYJb6CQE5h4AaABAg,@GedeOkta-i1k,kepiting nya gk gerak kang dede,0
UgxKMBvXr-JQbClvcwB4AaABAg,@muhammadwidi3918,netizen semakin cerdas content creator semakin rieeuuttt,0
Ugy4nPxEf7DawSFtNih4AaABAg,@Rass-ml,buat ular bisa ga a,0
UgydBvfzk19BVac4ARh4AaABAg,@sdn2duwet,pantes seumur hidup di daerah persawaan tinggal baru tau ada kepiting merah janagan karena ada pesulap merah,0
Ugw3Zmme4DGRjJPDYkh4AaABAg,@AsepHolid-m1w,dede inon mah banyak bohong nya,0
Ugwr6M8cGlAZOW5QWNR4AaABAg,@yamahavega2375,editan nya luarr biasaa bang,0
UgxPns_AY2x0C97BKGZ4AaABAg,@Bhelaa,kyanya kepiting udh mateng itu udh pada merah het dah minion,0
UgwAVc-WRytITZVruvB4AaABAg,@AsianMusics,daftar di jdtoto dapet bonus langsung 100k tanpa ribet broi,1
Ugxl0NdZBpRJHv4stu14AaABAg,@MuhammadAchirul-d5l,belajar d thailand demi konten asal cuan ngalir,0
UgyibpRNUFk3b6xTZgR4AaABAg,@sutrawankomang,sama kutu laut,0
UgxGGGxjKDT68e893op4AaABAg,@ronaldronald3667,cara mempersulit diri,0
Ugx2XTJ8RMZ9eonLVyp4AaABAg,@hezry293,kepitingnya dibeli dan di rebus lalu di letak dilumpur hahhaha,0
UgzHZvduuCCVMEQglz54AaABAg,@rerechannelfirmansyah8831,rajungan bilek kumaha sia weh,0
UgxWaquAUaMJJEQvHuF4AaABAg,@samuelanggoro7849,anak kepiting yang baru saja menetas ibu kau dimana,0
Ugx23ik0mJD3vtOBxRx4AaABAg,@GznClaraAm,suka greget sama kameramen nya pas a dede inonen lagi serius kameramen malah ketawa,0
UgzG6MHHlMoKY-ayVpZ4AaABAg,@elodiandra6125,sejak kapan warna kepiting merah bngt cuk,0
UgxBxCAijl7mWvRTBc14AaABAg,@NurKholis-ey7su,anjir kirain mh kepiting idup gatau nya udh di sebar disitu mana mati lgi,0
Ugyi5RfX3gy2vn6qEkl4AaABAg,@tiarapuji-qi2kp,12 57 bner bang kepiting itu memiliki bisa bisa di makan bisa di masak,0
UgwEQuHk4Iyp5NwweTV4AaABAg,@RioAja-c7l,lawak barang udah mati pura2 berburu,0
Ugz_ZbuMcTeXYwmLFTF4AaABAg,@InaWwd,katanya nyapit ternyata gerak aja kagak,0
Ugwdy-EDyP3FjZvBH054AaABAg,@lifviaaaaaaa,kepiting merah disawah jenisnya kepiting apa yah mas dede seriusan nanya,0
UgxIDb-8oR689UAgKvR4AaABAg,@k3adipala578,kepitimg rajungan yg sudah direbus,0
Ugy0q7rQ_8cJ3POhJY54AaABAg,@-mzendyy9652,ketika dede inoen sudah lelah nangkep ikan pake tangan kosong,0
UgxRojFXZOIoaupIlVJ4AaABAg,@DaniKurniawan-ly9cl,red crab death crab,0
UgzpOqLcueB9EbC7oCp4AaABAg,@HendraGalih,kepitingnya aga laen noen,0
UgxpxoHhkblEFki3RD14AaABAg,@AdittyaTan,ini mah kepiting yang sudah di rebus,0
UgwdP34IBS34sfCLJcp4AaABAg,@ridoirwanto4860,yang bilang setingan2 lu ga liat sampe akhie apa,0
Ugw0z_pw8Ami5_QuH-Z4AaABAg,@BayuKusuma-i7x,hahahahahha sehat terus bang,0
UgySHHHfhvl3mRWu8o14AaABAg,@wisnusapoetra8163,read crab apa red crab mang,0
Ugy8IJpdClTWQ6vzV7F4AaABAg,@RiskiPrasetyo-ks4vo,binggung kepiting biasa nya agresif tpi lemes yah itu,0
Ugw9syKSTANbQYV89dl4AaABAg,@TRI_ANGGA_BJ_BELANDA,konten pembodoh han,0
UgwwW_2xkmbbQ_c0sNp4AaABAg,@TRI_ANGGA_BJ_BELANDA,dede inoen udah kehabisan ide konten masak kepiting yang dia bawa dari rumah di taruh disawah sawah,0
Ugwy7zB9D-GYi0aiGCx4AaABAg,@ThomasOktavianto,kepiting laut itu habitatnya di karang,0
UgzAKm73Myuzex5JLRt4AaABAg,@EbitTov,mantap nyoooo,0
UgxPqjFiMQibZn7Ctwl4AaABAg,@MRafiAkbar-s2n,masa gaada pergerakan,0
UgzWD5d3kDyptmEyo6h4AaABAg,@MRafiAkbar-s2n,apalah udh mati itu,0
UgzRzjOeZsEIXguL_ah4AaABAg,@wasishadi8600,bukan nya udah di rebus bang,0
Ugw8vrabLdjZd_vL9Jt4AaABAg,@HumairaMaira-m4u,kameramen nya nahan tawa pas cari kepiting,0
Ugwgf8IhoSOlejKotDJ4AaABAg,@Irfan-u7p3s,kepiting masak anjjir,0
