comment_id,author,comment_text,label
Ugzgd_PXCNtrD0BOvT94AaABAg,@PAGALFF19,"makasi rekomendasi nya tmn2, wede sudah landing dengan mulus, jaya terus 🔴𝐕𝐈𝐒𝐈𝟒𝐃⚡️",1
Ugzhu_hy-2Jhy4GiZ-94AaABAg,@ਸਿੱਖ-ਗੁਰੂ,Begitulah 𝗦𝗚𝗜𝟴𝟴🔥 tetap mantap,1
UgzueZLaeir0A255BA14AaABAg,@Edit-k9p9e,13:10 Rasakan sensasi JP tiada henti! ✯𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵✯ terbaik!,1
Ugx2gXInhsN74hGPsqV4AaABAg,@galeribusana456,Di makan pake nasi hangat tambah enakk pisann,0
Ugy_b2ndIUOtZLPc3AB4AaABAg,@ArilTHS,Coba ke India kang cobain makanan di sana,0
UgySSuEXfZvQnwm1rjt4AaABAg,@ardanjunian2882,Kenapa daging yang dekat tulang lebih enak?,0
UgyXPWKL3HHg0utbPkt4AaABAg,@boybehel2850,😂😂😂😂😂😂,0
Ugza8Xzy8U8Fl6TwAMB4AaABAg,@Petualangan619,Tanggerang hadir,0
UgxMipo4uTnU-9eYBP14AaABAg,@Solisbina,Anjir aku wkwkwk lama sakit perut gara gara Sule kesurupan,0
UgwGyetl_-AWnHbCUTF4AaABAg,@Setiawan-o2g8e,hama judol,0
UgxxC4n_fd8kGj2LFAt4AaABAg,@GertrudisCouonne,GA RU DA HO KI..member baru pasti jepe💛,1
UgzUVFEr-LS7YZwv2w94AaABAg,@Hendardoang-c9j,Kadodohrok,0
UgxJ4Aee5xjEcWTlAKx4AaABAg,@dendyadrian5,🔥🔥🔥🔥🔥🔥,0
UgzpHRJImQLc9TKpvFZ4AaABAg,@AriiAnggara-s9p,@ariianggara___ mantap nyoo,0
UgzDEDeS3j6fUeS76wB4AaABAg,@face2391,"Item kyk preman
Putih lgbt",0
UgwpHQiJWwBNR5BxYLt4AaABAg,@NenihMaryati-o9c,kreatifnyoooo,0
UgxcBUWYl2r83DkGE9B4AaABAg,@jtinA2Zvlog359,"05:17 Wow, ❤ 𝘽𝙀𝙍𝙆𝘼𝙃99 🔴 beda banget! Ceritanya mengalir, visualnya kece, kemenangannya bikin hati melayang! 👑",1
Ugzcjdm7p_se9wRmoFd4AaABAg,@jakarohmat2079,Meser sosin ai sosin na kamana a🤣🤣🤣,0
UgzN_GADfuarict2ild4AaABAg,@Keshavthakur-ti4ir,Suasana hati bisa berubah setelah buka P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,1
UgwtgGuyKnKGra-AcFh4AaABAg,@irmasofianti6973,"Karena yg pinjam eca , harta ayahnya aja T, ya....gak ada yg perlu dikhawatirkan 😂",0
UgzNbj0BPRgLIC4mKJV4AaABAg,@yunianov2194,Pertamaaa a dede inoen,0
UgzQeEXktLQzG5bHfYF4AaABAg,@semyridjis,Ini kodok yg bikin popia malah dimakan,0
UgzHxTo5LnzNwK90xNR4AaABAg,@brijeshkumar-xp5id,ＰＵＬＡＵＷＩＮ jadi satu-satunya tempat yang bikin senyum,1
UgyOi8yYD-Ywkhnv0rh4AaABAg,@cadenshaefischer-h3q,"Hadir Jombang Bg andre,Semangat Terus Dan Sehat Selalu Dan Lancar Rezekinya 💫𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 💫 🙏🙏🔥🔥 0:59",1
UgyNUrvQoB_Ce5rgS-94AaABAg,@RaisaKhairul,Jadi ga sabar nunggu kabar dari ✌𝐌𝐄𝐕𝐈𝐔𝐒𝐓𝐎𝐓𝐎,1
UgzlePo3sby71Fgrtyx4AaABAg,@sasonosasono9487,Gak tega lah gak dikasih kl yg pinjam bidadari😅,0
Ugzca9w6eiCpoIroJEl4AaABAg,@alfian2025-m8r,kalo aku tak bikin sayur sop😂,0
UgyBXecjWYwnVeuDvKN4AaABAg,@RiyanCobraDolar787,Kang dd pngn ikutan bolang donk.,0
UgwyMG4p0WXmXwmTMnN4AaABAg,@sandiarga4183,ah sarua itingna jeung kameramen na😂,0
UgxCzWEWtrjXo3OedmR4AaABAg,@MiriamerHonatsch,Gimana carahnya daptar visi4d  kak,1
UgwjqGoWRMSfhr3Y37h4AaABAg,@abmedia814,"Dulu suka dj buat sayur pelengkap kalau buat indomie, enak banget",0
Ugw7drbfhKAAjN4-Egd4AaABAg,@cadenkeyara-z6g,Gas..... trendingkan 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓  !!!!!,1
UgyemnJGbMzVuj_3MsF4AaABAg,@AhmadRofiq-n3s,Hadir kang dede hujan hujan begini enak makan terong bakar😊,0
Ugxp_ce7DrRaA722JtN4AaABAg,@hendarphone743,"asa,kaya. karak,Baru. ngali,lihat. daun nukitu,daun kaya gitu.",0
Ugwt70LnQoEqNn30tsB4AaABAg,@Kolevjordan-k5v,"H0K1 di 𝗦𝗢𝗥𝟳𝟲, yang lain masih mengandalkan keberuntungan palsu, kasian deh 😂",1
UgxXdas_hOEXsXnw7Ft4AaABAg,@eunjikwon6,Gabung bareng 𝑩 0 𝑺 𝑺 𝑾 𝑫 p3t1r sore m4xw1n pagi semua,1
UgxZpW7DwGsDfIikaKR4AaABAg,@gallih1615,Kuburan  ndak  tuh 😂,0
Ugy9ECG-LI18kOppBb14AaABAg,@LopezPangga,❤❤❤❤❤🌟🌟🌟🌟🌟🌟,0
Ugz-lc8ar34ac_TGylx4AaABAg,@PERSINERGINUSANTARA,"𝐿𝐸𝒮𝒯𝐼𝟩𝟩 makin gokil, ngepick 50K langsung dapet wild super!",1
UgzhznmupZ4a7wypP7V4AaABAg,@hadiarkiang4701,Enakan pake jeruk hangat😊,0
UgxWf69TPQqvjQCP_qh4AaABAg,@Ginsuattackofficial,"Ｐｕｌａｕ７７７: Menang besar, dapatkan bonus!",1
UgziM2wIv31iGnJ1WWd4AaABAg,@madhabbiswas2779,"Mood naik gara-gara video ini, dompet naik gara-gara 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 🤑🎉",1
Ugzg1kgq719wknUMsGZ4AaABAg,@AzizAziz-mc2et,Dang Diding Deng deng,0
Ugx8VMg8u7XTOCivA094AaABAg,@EjenAli_Pictures,"""Man will be man""",0
UgxztTJRFQ9reIOXlKB4AaABAg,@IkyNilam,Kapan kang makan ular kobra lagi nunggu konten makan ular lagi,0
UgzrWf40N5GEEO2MJc94AaABAg,@LouieSantos-n8e,dinosaur fish,0
UgyX9r5JnVCAcTUIhoV4AaABAg,@surajmaurya5566,"Nggak salah langkah, ✌𝐌𝐀𝐍𝘿𝘼𝙇𝙄𝙆𝘼𝟕𝟕✌ sukses bantu banyak orang.",1
Ugy4nPxEf7DawSFtNih4AaABAg,@Rass-ml,buat ular bisa ga a,0
Ugwux3q9Ivp4-5_Fo8d4AaABAg,@YasintaPuspita-p6s,Matapp nyooooooooooo impun slm dari garut.,0
UgyNgAcyZRkl-tSYgBR4AaABAg,@xxxzRtj,A𝐺𝑈S𝑇𝘖𝐓Omemberikan kesempatan untuk mencoba sesuatu yang baru.,1
UgzuglFXvZm6rfnyZup4AaABAg,@hurayhorey6153,Bjier bisa di replay 😂😂😂,0
UgzEYgBWsIK9fpEuXLd4AaABAg,@HabibIdlalg,Mantap dede,0
Ugz1VZRLyWzsObKHgb14AaABAg,@Neneng-j5y,"Kasian tuh ikan, udah disiksa, trs dibakar😢... Ya Allah... Malang nian nasibmu😊",0
UgxbK9cTcraCXp72wgV4AaABAg,@asalmain9753,Ini para bocil siap pakai🤦,0
UgylkpmuyBUBgCthXXZ4AaABAg,@hunterkillmoba3745,KERJA BAGUS,0
UgzfeZSUYcehRkhjOCx4AaABAg,@Yoriichi1809,17:53 😂,0
UgwMBbqEa0uWhPa-u6x4AaABAg,@mochammadmahmudi7331,Lord klau gw liat2 sekilas lo mirip aura kasih🗿,0
UgzTW8MfdC4ZtecibFp4AaABAg,@johnwick-ko8xy,Film di Konoha pada film kagak jelas semua jadullll jelek,0
UgwIfn1CFFuu0MrkviB4AaABAg,@RuzanaHabel-e5y,"Hasil gacir bikin aku makin puas main di 𝘼𝘟L7𝟽𝟩,makasih banyak!",1
UgwWBMLKdnnw5ADIl7Z4AaABAg,@SofianSauri-f2s,parah semarna di tutakng te di ajakan 😅,0
UgzjGQ-C4kewYerGiZF4AaABAg,@YAZID_GERRAD793,JUDUL=MIMPI MEMBANGUN MASJID,0
Ugw4fvxDAqSjkG-Ayv54AaABAg,@DeniRamdani-b6w,"Ah manéh mh masih gerasak gerusuk nueun oray téh Dede Inoen.. kahadé ah asa palaur, béda jeung Panji.",0
Ugz0nxLbsVy3VwXoQzh4AaABAg,@Dansans10,Riskiart kenapa udah ga ngonten lagi,0
Ugz_qKvHRgij_qk7H1R4AaABAg,@hendyhenz3325,Check up atau operasi mata tuh ? 300jt buset 😂,0
UgzrOAqs1HbOIri_Q3V4AaABAg,@KORUPTOR300,😂😂😂,0
UgzEnedLtRJCNiH_C8F4AaABAg,@hanyapenggemar,Ih seru nih klo mreka temenan,0
UgzvQ_eDTP8XQ9vSNux4AaABAg,@radityoharyo4373,"gimana ga cerai sama bininya, puasa aja ga pernah. harusnya dia malu sama 3 anaknya",0
Ugx0ulbwku85uSwxM9V4AaABAg,@SukhvirSingh-by3yq,Saya nyaman banget di Ｐｕｌａｕ７７７,1
UgwpJi_bOy3DVcu_-eh4AaABAg,@BidinFix,Dasarnya csbul😂😂😂😂😂😂,0
UgxmJKG22tyw_7fVBlN4AaABAg,@FauziahmawardiWahab,Tapi eca pendek,0
Ugwrv_sTbnKNFpJMhcd4AaABAg,@TremaiScopes,Sekarang jadi paham kenapa banyak yang suka ⭐ A L E X I S 1 7 ⭐.,1
UgxBK7t6Kcz_1dfAG214AaABAg,@AinulYaqin-v5e,Sempet2nya direkam coeg😂,0
UgwBgGHTHgrU0STO7ft4AaABAg,@JinKazzuya,ini mah biasa ketam merah memang ada dari duĺu tapi baru dilihat aja,0
UgxCx0Kd0kOWYjtqzjZ4AaABAg,@Xhiper29,Judul:anak setan beneran setan😂,0
Ugy_U7KqY_9EqQ-hBHl4AaABAg,@Reymon-zp9fk,"Gw pernah dekat cewe body Nye gede, wajah cantik, atletis, sipit"" putih tinggi, kelahiran 2009😂 kaget",0
UgwcWw6OO-VX30jMvkB4AaABAg,@yoichi_207bot,buset ada si gundul coy,0
UgwZiRVcDhgPt-PDUP94AaABAg,@AsgardianElder,Baso selera Garut an mah yeuh : Bihun-Toge-Sayur eta rasa bumbu na MisDaSeum (Amis Lada Haseum) 😋😋😋,0
UgwAE6IxY9mkvVgn2qx4AaABAg,@ewonsipemburu8184,Ngeunah nyooo,0
UgzRR-d3Ql1mHEuweXJ4AaABAg,@purnomoAvikadewi,"Masih enak enak nya , nanti setelah 2 tahun atau 3 tahun udah ,  paling tidak ujian ekonomi , ujian pekerjaan baru datang ,tapi yaaa yang buat orang benar benar merintis dari nol tanpa sponsor orang tua atau mertua ,",0
UgzqiPs7BJs_P_FFN-l4AaABAg,@maxinoda4208,Wah jago golek iwak mung nggowo tangan..... hebat.,0
Ugyau8MtG3cjO5CVzxx4AaABAg,@KEVIN_ANDIKA,Gua dah lama gak nonton Dede,0
UgxBl6x5dim1x7s8sJF4AaABAg,@AaryanEkka,Dengan vikingtoto membuat saya jadi bahagia,1
Ugz0C3qW8rRD96p_HvN4AaABAg,@MerlinIdalia-h3n,"𝗗𝗜𝗕𝗘𝗧𝟰𝗗 mah gokil banget, 💎 Jeipe gede terus, makin H0k1e 🎰",1
Ugx4fZicjERZZemxFKl4AaABAg,@arifstya327,"Jujur saya punya kk """"SUMBING"" mirip mang regi, tapi sampai saat ini kk sya blm berdamai dgn dirinya sendiri, karna keluarga kami keluarga perceraian bapak ibuk dari orang miskin ga punya warisan apapun anak"" ga pada sekolah apalah daya kerja se adanya gali lubang tutup lubang 😢😢",0
Ugxu-FhQFyXsj5uudAB4AaABAg,@TimothyRobinson-m7w,nyata hasilnya di ⭐ A L E X I S 1 7 ⭐ lekk,1
UgxUJduO1nIjKDyoPHN4AaABAg,@turaes7tv,0:56 COLAB LAGI A SAMA PESULAP MERAH KAYA NYA SERU KALAU KAK MARSEL DISURU NANGKEP BELUT😂,0
UgyFaa5NSDdUbmyvPtp4AaABAg,@revtzoochannel5284,"Walaupun ga ngerti bahasanya, tapi kita semua paham apa yg dia jelasin 🤣",0
Ugx4kOQuBfMe6mSyEGN4AaABAg,@keseharianalja7523,MantapYoooo Kalsel hadir temen temen,0
UgxT-lghDVt1pwzU_zJ4AaABAg,@boyswillbeboys3648,Report yg promosi judol,0
Ugyok4R-WcJ47nwUVEZ4AaABAg,@RistaSeftiani-m8n,Udah lama gak lihat petualangan sama sahabat alam kangen banget,0
UgxfoTYLNNeXz16UuVJ4AaABAg,@ALXploit_OFFICIAL,Recall² di base lawan,0
Ugwlz0mAtDZxpqIdbuh4AaABAg,@Alll_155,Emernya sama bang dede sama yang di rumah gw,0
UgzGTJB0rb-4JEx9fvV4AaABAg,@sangpenjalaikan,Hadir mantap sekali 😊😊,0
UgzWm2bPbBTEEHFhF-d4AaABAg,@x.rinku-2K26,"Kalo P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽ bikin film, pasti laris sih.",1
UgxCEbqNcwjWb9Q5sGp4AaABAg,@yesi_hafsari9399,Aku pinter ngerti bahasa luar😂,0
UgzVL9QBGKLD0f5nUrB4AaABAg,@borntoslay6061,Stop pembodohan voice over,0
UgxMRov6ed0LKSmbaqh4AaABAg,@rinaldisatria,"Jejak manual aja gak bisa bohong, apalagi jejak digital 😅",0
UgyFFZ6PkppDPtHa4L94AaABAg,@PrimeAim-f4m,"Dengerin deh, tiap nongkrong pasti ada yang nyelipin “eh, udah coba 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 belum?”",1
Ugzpv0cYb5ElvltOGMd4AaABAg,@AndraSaja-y2q,Untung sepemikiran😂😂,0
Ugyfuu_XBULEGMc_p_x4AaABAg,@terkslur3730,kesini gara2 dika mitsuki,0
Ugw5es5GIx2IA7U-Dn54AaABAg,@ratucann,Menang Di Arjunawin Sudah Pasti Di Bayar Langsung Saja Cari Di Google 🤩🔥,1
Ugx-qN6dhMGJT6N88qB4AaABAg,@wawananakrantau7198,Kok kaya ikan gk enak dimakan ya lihat kepala nya jadi takut makan,0
UgyQvlgszqztaxu3tUJ4AaABAg,@riyanaakbar4846,Sehat sehat kalian smua..,0
Ugwb6PwWGT-vs4dp2L94AaABAg,@vexsallus,Wedang jahe 😂,0
UgxfYsBSuUChocx_nmh4AaABAg,@yogeshpawar6021,"Alexis'17 gua bru maen bentar, lngsg jepe",1
UgyeSOBo95FauT3iQOh4AaABAg,@Mr_faqih194,Cuma buat hiburan tapi ada manfaatnya 1- gak boleh dendam 2- kita tidak boleh takut siapa pun kecuali Allah SWT 🎉,0
UgzMh6eK7SlPnV8W33B4AaABAg,@naseemuddincouhan3623,"Interfacenya user-friendly, 𝑨𝑳𝑬𝑿𝑰𝑺17 bikin nyaman.",1
UgzYuhF_RwDNO2JZBAR4AaABAg,@SaveAlamPapua,"Sehat-sehat kanggo sadayana.. 
Aamiin...",0
Ugz8ts_7qmmYotWMd3J4AaABAg,@Subscribee-y2x,Nyiksa a mending langsung dipotong sekali tebas pake golok🙏,0
UgwCbFWvQe_XRNIxrAJ4AaABAg,@editionstarlive,Hebat banget🔥𝐕𝐈𝐒𝐈𝟒𝐃🏆semoga banyak peminatnya,1
UgzFKZ5YUvs3CcOpmJd4AaABAg,@Babank_Aldiw_Channel,🤤🤤🤤,0
UgzrE8Fx4PdIsKTuxTh4AaABAg,@AsutoUrara-m2j,Balakecot,0
Ugx2ACkapMCBWqXEKMR4AaABAg,@Devan-d5d,Assalamualaikum,0
UgwW8A7yEOLa10sJv314AaABAg,@RefiMutagin,Oke,0
Ugz4eHnNdH5ik2GycFh4AaABAg,@yosef_na70,Emmm mantap nyooo,0
UgyRpTdwgUd-cp09Mxp4AaABAg,@daffagaming2634,denger pake hedshet kaget suara hitut na kang😭,0
Ugx6oLHOPKKx6XQr1U94AaABAg,@vancelinndarlenefields-b4f,❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,1
UgzPDistBpYy8KP9FCd4AaABAg,@YuuStrdststoree28,Next makan tapir bang,0
UgzMX4QQwkiKL2udWbN4AaABAg,@Mettlerhouset-t2i,"𝗗𝗜𝗕𝗘𝗧𝟰𝗗 emang gokil, 💥 Jeipe gede, makin seru terus 🎰",1
UgwPWRPFemgGaEFK7KN4AaABAg,@tuankeretekjawa,Iblis apaan ini cok,0
Ugyk4dpaJdAK9XEPnyd4AaABAg,@gerisetiawan1724,Heran sayurna menang ewh mng dd.. Dina bahan na tadi asa loba.. Cengek ge ewh😂😂,0
UgwaDQJyvrdtAasOF2J4AaABAg,@adrianramdani3609,Kabita euyy resep AA,0
Ugx37EG_n1yvfjVchu94AaABAg,@MohamadIlham-fl5xt,Ke bagean a dede ka bumi na a Irfan,0
Ugz7-nn5kaU6z0-FYEN4AaABAg,@meirinamahdalena5374,Bagusan warna asli se blm di cat kang dede,0
UgyHioEOrypYIiVudA14AaABAg,@RIZKYRADIAN16,Enak ya tinggal di dekat hutan itu banyak ular sama biawak soalnya di sini mah udah jarang ada ular biawak banyak sih tapi susah di tangkap sama besar-besar,0
UgwPTKDbQpryhwEUWVp4AaABAg,@AbuBakar-zd1dn,"Nya moal rorowesan atuh kangg,da menang nga godog hela 😂😂😂 yang jantan ngasuh terus amang naon 😂😂",0
UgyYz7cf2dIgyAFfDVZ4AaABAg,@OmDew-v3g,Wedang Jahenya minta dibuatin double shoot sama abangnya...wkwkwk...😂😂😂,0
Ugw0lLH_IeswLoba_yZ4AaABAg,@vlogmamahaa89,Alhamdulilah ya Aa dapet ikan super,0
Ugy-1u75-aqL7iKCpWt4AaABAg,@andrieisbell3313,Acara apaan sih ini....??? Kagak ada manfaatnya sama. Sekali,0
Ugw3NS6A8m1B_EX3qAV4AaABAg,@Fahru-9f,😂😂😂😂😂😂,0
Ugyeetf_W2J8AOLZcUh4AaABAg,@Buletinhistory,"Banjaran hadir a dede 🙏

Sehat sehat a dede &team",0
UgwbvWdaifXF4TMv1tV4AaABAg,@noxa912,Dia emang chubby lucu gitu ya. Baru liat si bernadya ini,0
UgxaL6iqkSXMgaPpzjZ4AaABAg,@Neysa_dinatta,"𝑫𝒆𝒅𝒆 𝒊𝒏𝒐𝒆𝒏 𝑲𝑬𝑹𝑬𝑵 𝑷𝑰𝑺𝑨𝑵 
𝑨𝑷𝑨𝑷𝑼𝑵 𝑩𝑰𝑺𝑨 𝑱𝑨𝑫𝑰 𝑳𝑨𝑼𝑲 𝑴𝑲𝑵 
𝑴𝑨𝑵𝑻𝑨𝑷 👍👍👍🤘",0
Ugw5GfhNAc0phVL2oTl4AaABAg,@nisanisa9460,Komen pertamax😂,0
UgwRgt7RhGkE8ovak4F4AaABAg,@CoinMuhammad-c8l,Gas aja bang😊,0
UgzX-ESxiVl6cgL1dbt4AaABAg,@AzisDul,di sinetron tetep keliatan pelan kok,0
UgxWHaE8oYzPSYCeR8l4AaABAg,@dimasbayusaputra598,Gokil berkunjung ke pantai tercinta ku,0
Ugz6k9rMg0pj8690aD14AaABAg,@ZaanKing-m4p,Gg,0
UgyDtSUb5o4MQ_Br_Ch4AaABAg,@cerberus2145,Barang bukti tak bisa di hapus,0
UgxImPC70Kb_YD_7bdN4AaABAg,@Ryouta-27,Aduin sama habib bahar dahh,0
Ugz6W8XXQrJ4m_0llrN4AaABAg,@ImranKhan-y3k4v,"Kontennya bikin betah, 𝗩𝗜𝗦𝗜𝟰𝗗 juga bikin betah sampe pagi. 🌄",1
UgzXPRln8CT-IjkuTOV4AaABAg,@sabardenhubrem722,Jamur mirip opak auto lansung dimakan 😀😀😀🤭,0
UgybWkvU-2vEbxmCMrB4AaABAg,@Alexketey,Biduan,0
UgzD20joPh8UxFwcMWR4AaABAg,@MuhammadAdam-ky7xu,"bukan ngecot itu bang, tp ngasih makan ayam dan kucung",0
Ugz13Zo4zwT3EeKF9RB4AaABAg,@mitchelcervanteszanderwimb-b4i,mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,1
Ugy13mVCWzLYHDGnVNl4AaABAg,@OmWied_Vlog,Enek banget liat yang bewokan....,0
UgwTZjgNJ0hbQkyL13h4AaABAg,@Bolmon234,Kerja sama yg cuamik sekali wkwk wkwkkk,0
UgzIsLW9pL3NL6r6XsB4AaABAg,@chadikumar4922,Rezeki emang gak salah alamat! Main di BERKAH99 - bikin auto happy!,1
UgwhktiC8QZyyey0ff94AaABAg,@AhmadAf48,Pertamax,0
UgxMXyM73nlHoc-SHnB4AaABAg,@JashandeepSingh-pb3vh,Yang bikin video ini fix orang dalem ♛𝗣𝗦𝗧𝗢𝗧𝗢𝟵𝟵 ♛... hoki dan lucunya gak wajar 😭🔥,1
UgzjCMIRckMUpTAVFiN4AaABAg,@Ayush_Gaming_Studio803,"Main di BERKAH99 ,nggak nyangka rezeki langsung datang dalam sekejap!",1
UgxkQCoyjCi_XAooJQV4AaABAg,@XuânXuân-1580,"❤️𝐏𝐋𝐔𝗧𝗢8̲8 ❤️Setiap kali nonton video dari channel ini, selalu dapet insight baru. Penyampaiannya santai tapi penuh makna. Terima kasih sudah terus konsisten berbagi hal-hal bermanfaat seperti ini!",1
Ugz-mTdrhPxhYeffW0N4AaABAg,@Kanu57.09,Ｐｕｌａｕ７７７ selalu bikin nagih,1
Ugw3zjfhIf3stp9CW1R4AaABAg,@rickysandria8715,Rek nanaon ge bumbu na mh eta eta knh,0
Ugw7P_r7mFmgF7hmhvB4AaABAg,@NiaLiani,Aku jg sering numis daun gingseng a dede kalo nggak di tumis pake campuran mi instan kuah .. beh endul a dede❤❤❤,0
UgwsDrv3Vq4AtNuyiK54AaABAg,@Asianto1987,"Yang perna berbuat nikmatnya 2x,minta dong tanggung jawab,aku mau tanggung jawab kok",0
UgwUtJ_wSeUhk9827FR4AaABAg,@saryonoadipurnomo9325,Quotes diEnding-nya Cakep banget.....😂😂😂😂😂,0
UgxGCM0er615VBQzOtV4AaABAg,@megawatinovelia3016,😂😂😂 kerja sm yg baik,0
UgwnAhGptnHNaS751LR4AaABAg,@saprolbanjar,Kaki aman gak nih...,0
UgwFfUbsE0hKPwCby_p4AaABAg,@KavitaDeshmukh-y8c,Akhirrrnyaaa bagus konten abang !! luar biasa coba main di PSTOTO99,1
Ugx5cLMp3Z-BpN6oeqt4AaABAg,@kanhasa3737h,Paling joss emng boskuu 𝒉𝒐𝒌𝒊777 cobainn,1
Ugwm8tMUrHAVJ4tvFSR4AaABAg,@dutabinomo,"Sama sakit nelenn, kok bisa sama ya 
Apa disemprot dari udara penyakitnya",0
UgwUinbfP5RMh1LILUt4AaABAg,@AdeselviCantik,wkwkw funny,0
Ugwb_aa6FRc45S0hkbV4AaABAg,@DimasPrasetio-b4k,HAdir,0
UgzI7fhwKFneHjgJHJJ4AaABAg,@mylaluna1845,Konten Kon...l,0
Ugz9EnFS9NJpZtasWjl4AaABAg,@heheofficial7820,Assalamu'alaikum kang dedee...,0
UgyjWOMsJOUzXbI56S94AaABAg,@verisusanti9901,mau coba praktek nangkap belut bisa nggak ya,0
UgzkfmKfHfIa9PDOOE94AaABAg,@AanDarwati-g7e,"""entar kan kalo gak dibayar, tinggal di viralin"" 🤣🤣🤣🤣",0
UgzF3FYUWXINf5EW8mJ4AaABAg,@samudewasi2854,02:30 𝒫𝒰𝐿𝒜𝒰𝟩𝟩𝟩 gampang diakses kapan aja,1
UgyNJuGk7ZuorgfrS994AaABAg,@putragaragas14493,Oray kolonio 😂😂😂,0
UgwPpqNz7t17fJraixt4AaABAg,@ArdhaRiansyah,Ayam nya itu lohh😂😂😂,0
UgyG66PnTP8Nf5EQRvN4AaABAg,@sulthan_azizz,Moal baleg 😂😂😂,0
UgyJUwNEQgWXKYYJ_TB4AaABAg,@WHhamz,"Panda jual tmpang, jual sensasi bacot di live kek emak emak. 
Main selalu lagu org, ga punya karya, begitu kena karma skrg gnti personal branding sok cool, dan tiba tiba dibela emak"" corla seindonesia. 
Arap karya sendiri, viral, dan di ikutin orang. 
Bhkn lagu breakbeat yg org gaprnah tau siapa fahmifay, akhirnya jdi naik dibuat arap dan panda pun ikut ikut memainkan lagu tersebut lalu kek emak emak pajak posting dan buat caption, lagu ini di ciptakan oleh fahmyfay. 
Iy jelas lgu fahmi, tapi arap yg naikin lagunya. 
Padahal gak. Disenggoltpi panda kek emak emak kepanasan.",0
UgwH0hLiwfkh4WWPL6h4AaABAg,@RebeccaArnold-z6c,ajarin dong spi-n nya suhu ͎⭐ A L E X I S 1 7 ⭐,1
UgxYsxeB4Ycwqd-SIXh4AaABAg,@historynenglia2209,"Kepiting nya udah matang, wajar ga gerak pas di tangkap😂",0
Ugx1KxNZF-fCKRB3kQF4AaABAg,@zainuddin2921,"Barca dlu seperti mesin pencetak pemain,sekarang malah kaya mode lawak,bisa2 nya seorang pemain membawa wanita ke lapangan sampai duduk dibangku cadangan pula😂.. 
Tapi aku tau niat si wanita itu dia mau me rekrut pemain barca tiap malam😂😂",0
Ugz0KgqqJdoBKMPVCkt4AaABAg,@MuhamadRofiKurniawan-d1u,gacor kang dede😅,0
UgxQv6R6nw3wXdGEAwB4AaABAg,@asepsugendi2985,Kepiting nya lagi pada tidur😂,0
UgzOEcYy733tQNTJCvF4AaABAg,@MoreiraWETJEN-w1j,"𝗗𝗜𝗕𝗘𝗧𝟰𝗗 juara banget, 🎯 S3l0t G4C0rnya ngasih Jeipe gede terus 💥",1
Ugzoe-i6vWeHNfja6tN4AaABAg,@CiprutKriukkriuk,Abang itu oke oke doang ngeselin bgt,0
Ugw5BVlbFMIsZTYUwol4AaABAg,@Riidone,Montok 😂,0
UgxeMBu6CIv6njSGDmd4AaABAg,@VanaLevana,"Buat sicewek itu dia gak peduli yg penting dia dapat,mobil, harta dll..bgitu dapat si yamaludin diputusin🤣🤣",0
UgwCv7cJ9WNK-1O5fCB4AaABAg,@nabimafadhillah1706,Masak lah nasi goreng pake belut dede inoen,0
Ugz9Pq8LYz8TCBH3ibx4AaABAg,@Muhammad.885,Judolnyooo,0
UgygRbRjQOj-J9o5h9p4AaABAg,@nabimafadhillah1706,Lamaknyo makan nasi panas pake dadar pake saos hangattt dikamar hidupin ac,0
UgzljIPaUDh2-zmnur94AaABAg,@KevinHerlambang-e8s,kereatif nyooo,0
Ugwdqm3G1LOb0NikOlh4AaABAg,@ferod,apakah halal untuk dimakan ?,0
Ugwu9USbVXQUkCf_oUl4AaABAg,@japramuda5407,KA itu suara apa 10:36,0
UgzoH1ZXmv0ThYdCUwx4AaABAg,@ravuripichiraju7352,⚡𝗦𝗨𝗣𝗘𝗥𝗠𝗢𝗡𝗘𝗬𝟴𝟴⚡ di pekalongan gak ada obat,1
Ugx2ufH3f6lBp72EkMZ4AaABAg,@sugihcreative4330,Strike nyoooh,0
Ugzj8Ebfm6XY-xS0uRx4AaABAg,@JohnzPyrR,"Gak mau lama-lama, langsung gacir! Cuma di 𝐴 X 𝙇 𝟳 𝟳 𝟽rezeki datang tanpa diduga!",1
UgwfZUDx2JKtaLzbrJB4AaABAg,@Roha_Penjelajah,Gokil lek 😂😅,0
UgxB-Ns0TUy3sMV4prp4AaABAg,@tutiasmarani2093,Menyala kk eca,0
